name,age,nationality,club,overall,potential,valueEuros,weakFoot,skillMoves,position,pace,shooting,passing,dribbling,defending,physical
L. Gamba,32,Argentina,Rosario Central,74,74,4500000,3,3,SUB,87,72,70,77,28,61
Jorge Miramón,30,Spain,Levante UD,74,74,4400000,3,3,SUB,74,58,72,68,72,74
Enaldo Praz,31,Brazil,Grêmio,74,74,4100000,3,2,LB,72,49,68,64,74,70
Jailson Caeiro,27,Brazil,Botafogo,74,74,5000000,4,3,RB,74,53,63,73,74,66
Kel Perinho,35,Brazil,Chapecoense,74,74,1700000,3,2,RCB,54,45,66,59,74,74
Hugo Goiteira,27,Brazil,Ceará Sporting Club,74,74,5000000,2,2,RCB,43,48,55,50,74,80
Osvaldo Lodeiro,31,Brazil,CSA - AL,74,74,4200000,3,2,RCB,73,49,53,53,75,69
Fabiano Sonta,27,Brazil,Fluminense,74,74,5000000,3,2,LCB,51,41,56,52,74,75
Robson Denho,27,Brazil,Avaí FC,74,74,5000000,3,2,RDM,64,59,72,63,73,77
Claudiano Sobrino,35,Brazil,Chapecoense,74,74,1800000,4,2,RDM,73,57,74,72,70,75
Edvaldisco,27,Brazil,Botafogo,74,74,5000000,3,2,CDM,74,56,71,71,72,73
Sebas Couteira,31,Brazil,Atlético Paranaense,74,74,4900000,4,4,RAM,79,62,72,73,42,51
Kauã Abranches,35,Brazil,Fortaleza,74,74,2500000,4,3,SUB,85,64,67,74,51,61
Nicolás Formido,31,Brazil,Internacional,74,74,4900000,4,4,LM,71,65,75,74,34,67
Padilhisco,27,Brazil,Bahia,74,74,5000000,3,4,LB,83,57,65,75,69,68
Jesus Andradaldo,27,Brazil,Internacional,74,74,5000000,3,3,RB,73,46,67,73,75,68
Enaldo Toxeto,31,Brazil,Grêmio,74,74,4200000,3,2,LCB,68,54,58,63,73,74
Duirval Diniz,35,Brazil,Atlético Paranaense,74,74,1700000,3,2,RCB,54,47,55,49,75,74
Edercinho Sepa,31,Brazil,Grêmio,74,74,4300000,3,2,RDM,75,72,65,67,74,70
Pascoal Muscato,27,Brazil,Santos,74,74,5000000,4,2,RCM,59,68,68,70,72,76
Elias Fontoira,35,Brazil,Internacional,74,74,1800000,3,2,SUB,70,69,74,73,73,71
Fábio Melitinho,35,Brazil,Fluminense,74,74,2500000,5,3,CAM,51,73,75,74,24,52
Marlon Nideiro,35,Brazil,Grêmio,74,74,2500000,3,4,CAM,79,63,71,77,32,45
Jacson Zonta,35,Brazil,Goiás,74,74,2500000,4,3,RAM,76,61,72,74,32,62
Leo Caldeirinha,35,Brazil,Goiás,74,74,2500000,3,4,LAM,72,72,73,75,29,66
Alvildo Sousa,35,Brazil,Avaí FC,74,74,2500000,3,4,CAM,69,69,72,73,30,70
Hélton Celanova,27,Brazil,Internacional,74,74,6000000,3,3,ST,55,76,60,66,22,73
Erick Gameira,27,Brazil,Atlético Paranaense,74,74,6000000,3,3,ST,83,72,58,74,29,59
Jadson Vidigal,27,Brazil,Grêmio,74,74,6000000,3,2,ST,79,76,57,63,23,69
Nuno da Costa,28,Cape Verde,RC Strasbourg Alsace,74,74,6000000,3,3,RS,78,72,64,77,26,61
N. Silva,29,Argentina,Argentinos Juniors,74,74,5500000,4,4,SUB,89,62,69,78,23,41
F. Zampedri,31,Argentina,Rosario Central,74,74,5000000,3,3,SUB,67,74,54,70,29,75
Caio Milaçar,35,Brazil,Ceará Sporting Club,74,74,2500000,4,4,RAM,67,68,69,76,31,49
Salvi Sánchez,28,Spain,Cádiz CF,74,74,5500000,3,3,RM,91,63,70,72,38,54
D. Benlamri,29,Algeria,Al Shabab,74,74,4700000,2,2,RCB,60,28,52,51,72,83
Carlitos,29,Spain,Legia Warszawa,74,74,5500000,2,4,SUB,82,73,68,76,26,71
Douglas,31,Brazil,Shimizu S-Pulse,74,74,5000000,3,3,ST,70,74,46,70,28,77
M. Diop,31,Senegal,Beijing Renhe FC,74,74,5000000,3,3,ST,71,72,63,70,43,77
Enric Gallego,32,Spain,Getafe CF,74,74,4500000,3,3,SUB,64,75,54,65,25,72
E. Sarić,28,Bosnia Herzegovina,Al Ahli,74,74,5500000,3,3,SUB,74,63,69,72,69,72
I. Traoré,30,Ivory Coast,SK Slavia Praha,74,74,5000000,3,3,SUB,72,61,69,74,70,81
J. Kayamba,27,DR Congo,Viktoria Plzeň,74,74,6000000,4,4,RM,88,67,68,79,28,52
C. Romero,21,Argentina,Genoa,73,87,8000000,2,2,RCB,63,35,43,47,72,77
Brahim,19,Spain,Real Madrid,73,86,7500000,5,4,RES,78,66,63,81,29,43
R. James,19,England,Chelsea,73,86,7000000,3,3,RES,79,57,69,72,70,75
I. Akhmetov,21,Russia,PFC CSKA Moscow,73,85,7000000,4,3,RCM,75,58,72,76,60,51
E. Håland,18,Norway,FC Red Bull Salzburg,73,85,6500000,3,3,LS,81,70,55,72,35,80
M. Shaparenko,20,Ukraine,Dynamo Kyiv,73,85,7000000,3,3,SUB,65,63,68,73,65,56
Puado,21,Spain,RCD Espanyol,73,85,7000000,3,3,SUB,80,69,59,75,29,60
R. Kent,22,England,Liverpool,73,84,7000000,5,4,RES,88,60,66,78,23,54
S. Salcedo,21,Paraguay,Club Atlético Huracán,73,84,6500000,3,2,RCB,67,35,43,52,74,75
A. Tuanzebe,21,England,Manchester United,73,84,6500000,3,3,RES,78,35,61,69,71,74
T. Tomiyasu,20,Japan,Bologna,73,84,6500000,5,2,SUB,66,28,57,63,72,76
Maycon,21,Brazil,Shakhtar Donetsk,73,84,7000000,2,3,RES,70,67,71,70,65,68
I. Oblyakov,20,Russia,PFC CSKA Moscow,73,84,7000000,2,3,LM,73,65,75,76,55,64
M. Senesi,22,Argentina,San Lorenzo de Almagro,73,84,6500000,3,2,LCB,61,35,48,57,74,71
Óscar,21,Spain,CD Leganés,73,84,7000000,3,3,LCM,65,67,72,76,49,59
Stephen Eustáquio,22,Portugal,Cruz Azul,73,84,6500000,3,2,SUB,61,60,72,71,68,70
Pedro Porro,19,Spain,Real Valladolid CF,73,84,6000000,3,3,RB,76,61,66,76,69,62
D. Kownacki,22,Poland,Fortuna Düsseldorf,73,83,6500000,3,3,LM,78,70,59,70,28,70
Fede,22,Spain,Real Valladolid CF,73,83,6000000,3,2,SUB,64,55,66,65,70,76
J. Gélin,22,France,Stade Rennais FC,73,83,6000000,3,2,CB,62,36,59,62,72,72
R. van Drongelen,20,Netherlands,Hamburger SV,73,83,6000000,4,2,LCB,66,25,58,51,73,74
J. Eggestein,21,Germany,SV Werder Bremen,73,83,6500000,4,3,RW,72,71,67,76,40,57
M. Camara,22,Guinea,Olympiacos CFP,73,83,6000000,3,3,LDM,67,60,63,70,72,83
Léo Jabá,20,Brazil,PAOK,73,83,6500000,3,3,RM,85,68,63,74,26,63
D. Rossi,21,Uruguay,Los Angeles FC,73,83,6500000,4,4,LW,82,71,65,76,28,55
L. Majer,21,Croatia,Dinamo Zagreb,73,83,6500000,3,4,SUB,70,68,77,77,35,58
M. Mittelstädt,22,Germany,Hertha BSC,73,82,6000000,3,3,SUB,77,57,69,75,68,62
A. Ćorić,22,Croatia,Roma,73,82,6000000,4,3,SUB,69,66,71,76,40,52
Lyanco,22,Brazil,Torino,73,82,5500000,3,2,LCB,59,36,52,58,72,70
Álvaro Tejero,22,Spain,SD Eibar,73,82,5500000,4,3,RB,80,60,70,76,66,65
M. Pereira Lage,22,Portugal,Angers SCO,73,82,6000000,3,4,LM,80,69,72,73,43,66
S. Grandsir,22,France,Stade Brestois 29,73,82,6000000,4,3,LM,87,61,70,76,44,63
D. Okereke,21,Nigeria,Club Brugge KV,73,82,6500000,4,4,ST,91,68,55,76,26,64
M. Richter,21,Germany,FC Augsburg,73,82,6000000,4,3,SUB,82,69,62,77,27,60
J. Savarino,22,Venezuela,Real Salt Lake,73,82,6000000,4,4,RM,82,70,66,77,37,63
N. De la Cruz,22,Uruguay,River Plate,73,82,6000000,3,3,LAM,78,65,70,75,46,49
R. Rojas,23,Paraguay,River Plate,73,82,5500000,3,3,LCB,73,54,63,67,71,75
L. Boyé,23,Argentina,Reading,73,81,6000000,2,3,SUB,71,67,66,78,42,73
M. Friedrich,23,Germany,1. FC Union Berlin,73,81,5500000,3,2,LCB,61,36,56,49,74,70
B. Kuscevic,23,Chile,Universidad Católica,73,81,5500000,3,2,RCB,70,41,54,59,72,77
N. Fernández,23,Argentina,Defensa y Justicia,73,81,6000000,4,3,LS,86,71,62,76,31,55
L. Haraslín,23,Slovakia,Lechia Gdańsk,73,81,6000000,3,4,LM,84,62,67,75,40,66
A. Donis,22,Greece,VfB Stuttgart,73,81,6000000,4,3,RES,87,71,57,79,25,65
C. Montes,22,Mexico,Monterrey,73,81,5500000,3,2,SUB,62,38,59,59,72,77
M. Cafaro,22,France,Stade de Reims,73,81,6000000,3,4,RES,75,68,72,76,44,61
M. Wöber,21,Austria,FC Red Bull Salzburg,73,81,5500000,3,2,SUB,71,37,61,63,72,76
T. Fosu-Mensah,21,Netherlands,Manchester United,73,81,5500000,4,3,RES,83,60,64,65,71,76
Gabriel,21,Brazil,LOSC Lille,73,81,5500000,2,2,SUB,58,35,51,52,72,75
C. Mepham,21,Wales,Bournemouth,73,81,5500000,3,2,SUB,62,33,53,60,72,73
S. Alakouch,20,France,Nîmes Olympique,73,81,5500000,3,3,RB,75,35,67,69,71,60
Mama Baldé,23,Guinea Bissau,Dijon FCO,73,81,6000000,3,3,RW,89,70,64,73,65,76
Pau Torres,22,Spain,Villarreal CF,73,81,5500000,3,2,SUB,64,34,58,58,74,70
T. Bašić,22,Croatia,FC Girondins de Bordeaux,73,81,6000000,3,3,RCM,54,60,74,71,67,65
Y. Benzia,24,Algeria,LOSC Lille,73,80,5500000,4,4,RES,70,71,70,75,45,63
M. Stępiński,24,Poland,Chievo Verona,73,80,5500000,3,3,LS,71,70,59,71,37,64
R. Bazoer,22,Netherlands,Vitesse,73,80,5500000,4,3,LCM,74,64,72,75,63,73
C. Akpom,23,England,PAOK,73,80,5500000,3,3,ST,84,70,54,70,28,70
D. Biraschi,24,Italy,Genoa,73,80,5000000,2,2,SUB,60,35,56,61,75,67
B. Celina,22,Kosovo,Swansea City,73,80,5500000,3,3,CAM,76,70,69,75,26,59
B. Mensah,24,Ghana,Kayserispor,73,80,5500000,3,4,CAM,79,69,70,75,63,65
P. Olayinka,23,Nigeria,SK Slavia Praha,73,80,5500000,3,3,SUB,81,68,68,72,40,75
K. Iheanacho,22,Nigeria,Leicester City,73,80,5500000,3,4,SUB,78,71,64,75,28,67
Roger Guedes,22,Brazil,Shandong Luneng TaiShan FC,73,80,5500000,3,4,LM,82,69,70,78,31,64
U. Agbo,23,Nigeria,Standard de Liège,73,80,5000000,3,3,SUB,60,57,62,66,71,78
André Horta,22,Portugal,SC Braga,73,80,5500000,3,3,LCM,71,64,73,77,63,66
F. Soldano,24,Argentina,Boca Juniors,73,80,5500000,3,3,SUB,69,72,51,69,39,70
J. Cádiz,23,Venezuela,SL Benfica,73,80,5500000,2,3,SUB,67,69,52,70,31,75
F. Maouassa,20,France,Stade Rennais FC,73,80,5000000,2,3,LWB,83,63,67,74,69,69
R. Perraud,21,France,Stade Brestois 29,73,80,5000000,2,3,LB,74,66,68,72,72,69
Aurélio Buta,22,Portugal,Royal Antwerp FC,73,80,5000000,3,4,RB,89,59,65,76,66,66
V. Rosier,22,France,Sporting CP,73,80,5000000,2,3,SUB,76,47,63,73,71,70
Kim Min Jae,22,Korea Republic,Beijing Sinobo Guoan FC,73,80,5000000,2,2,LCB,72,31,48,45,72,80
U. Račić,21,Serbia,Famalicão,73,80,5000000,4,3,SUB,59,66,68,67,72,71
Luca Sangalli,24,Spain,Real Sociedad,73,80,5500000,3,3,SUB,72,64,70,75,61,63
G. Zahid,24,Norway,Panathinaikos FC,73,79,5500000,4,3,SUB,78,63,69,75,35,65
A. Mawson,25,England,Fulham,73,79,4900000,5,2,RCB,54,41,49,57,73,72
H. Mukhtar,24,Germany,Brøndby IF,73,79,5500000,5,3,SUB,79,63,70,78,44,59
L. Phiri,24,South Africa,En Avant de Guingamp,73,79,5000000,3,3,LDM,75,56,70,73,71,70
A. Sørloth,23,Norway,Trabzonspor,73,79,5500000,4,3,ST,73,72,65,66,35,80
O. Ntcham,23,France,Celtic,73,79,5500000,3,3,SUB,74,66,72,73,68,75
J. Figal,25,Argentina,Independiente,73,79,4900000,3,3,SUB,70,45,63,70,71,75
Nélson Monte,23,Portugal,Rio Ave FC,73,79,4900000,2,2,LCB,57,35,57,57,74,73
I. Success,23,Nigeria,Watford,73,79,5500000,3,3,SUB,75,69,65,76,35,66
A. Blin,22,France,Amiens SC,73,79,5000000,3,3,SUB,53,55,67,65,72,72
D. Blanco,24,Argentina,Independiente,73,79,5500000,3,4,SUB,81,63,71,81,58,66
J. Kenny,22,England,FC Schalke 04,73,79,4900000,3,3,SUB,72,41,63,68,73,68
S. Mounié,24,Benin,Huddersfield Town,73,79,5500000,3,3,SUB,65,71,61,65,42,78
Arana,22,Brazil,Sevilla FC,73,79,5500000,2,3,RES,75,61,70,74,68,66
G. Kerk,23,Netherlands,FC Utrecht,73,79,5500000,2,3,RW,93,69,61,74,32,70
Murilo,24,Brazil,SC Braga,73,79,5500000,3,3,SUB,90,70,64,77,25,63
C. Roldan,24,United States,Seattle Sounders FC,73,79,5000000,3,3,RDM,69,64,68,71,70,76
A. De Sart,22,Belgium,Royal Antwerp FC,73,79,5500000,3,3,RDM,59,65,72,70,70,68
D. Kamada,22,Japan,Eintracht Frankfurt,73,79,5500000,4,3,LF,75,69,71,76,36,60
Álvaro Jiménez,24,Spain,Albacete BP,73,79,5500000,3,3,RM,79,69,68,73,46,64
U. Bozok,22,France,FC Lorient,73,79,5500000,3,3,SUB,81,70,60,75,24,67
S. Plavšić,23,Serbia,Sparta Praha,73,79,5500000,3,3,LM,85,67,67,76,28,59
Dani Raba,23,Spain,SD Huesca,73,79,5500000,3,3,RM,68,70,70,74,38,59
David Juncà,25,Spain,RC Celta,73,78,4700000,3,2,SUB,72,45,65,67,69,76
J. Ibe,23,England,Bournemouth,73,78,5500000,4,3,SUB,78,66,68,78,41,61
N. Murru,24,Italy,Sampdoria,73,78,4700000,3,3,LB,73,40,61,69,72,68
C. Robinson,24,Republic of Ireland,Sheffield United,73,78,5500000,3,3,LS,85,72,65,74,34,60
Moi Gómez,25,Spain,Villarreal CF,73,78,5000000,5,3,SUB,68,69,75,76,51,59
H. Magnússon,26,Iceland,PFC CSKA Moscow,73,78,4700000,2,2,CB,66,48,66,61,73,73
Mattheus Oliveira,24,Brazil,Sporting CP,73,78,5500000,4,3,RES,64,68,74,74,56,63
Eugeni,24,Spain,SD Huesca,73,78,5500000,3,4,SUB,66,69,73,73,57,66
Edgar Ié,25,Portugal,Feyenoord,73,78,4800000,3,2,SUB,70,44,57,64,72,73
M. Stendera,23,Germany,Eintracht Frankfurt,73,78,5500000,4,3,RES,56,71,74,76,57,63
F. Barba,25,Italy,Real Valladolid CF,73,78,4800000,2,2,SUB,69,30,58,60,73,70
L. Öztunalı,23,Germany,1. FSV Mainz 05,73,78,5500000,2,3,SUB,82,67,68,77,47,68
R. Walter,24,France,OGC Nice,73,78,5500000,4,3,SUB,66,61,72,73,66,66
F. Campos,25,Chile,Colo-Colo,73,78,4700000,3,2,RB,83,45,64,64,69,78
F. Angileri,25,Argentina,River Plate,73,78,4700000,3,3,SUB,81,67,68,73,68,77
L. Janson,24,Argentina,Vélez Sarsfield,73,78,5500000,3,4,LW,80,72,65,79,31,59
M. Miazga,23,United States,Reading,73,78,4800000,3,2,LCB,56,25,45,57,70,78
Rafa Soares,24,Portugal,Vitória Guimarães,73,78,4700000,3,3,LB,76,62,70,72,69,67
J. Dinenno,24,Argentina,Deportivo Cali,73,78,5500000,3,2,ST,67,73,55,63,26,74
G. Silva,25,Uruguay,Independiente,73,78,4800000,2,3,SUB,67,53,68,66,73,72
M. Ilaimaharitra,23,Madagascar,Sporting de Charleroi,73,78,4900000,3,3,RDM,70,52,69,68,70,75
S. Ingason,25,Iceland,PAOK,73,78,4800000,3,2,SUB,61,50,52,54,74,74
O. Tufan,24,Turkey,Fenerbahçe SK,73,78,4900000,3,3,SUB,71,64,69,72,71,74
D. Toköz,23,Turkey,Beşiktaş JK,73,78,4900000,3,3,LDM,71,65,66,70,72,72
T. Parker,26,United States,New York Red Bulls,73,78,4700000,3,2,LCB,72,31,48,53,70,82
A. Zambo Anguissa,23,Cameroon,Villarreal CF,73,78,4900000,2,3,SUB,69,53,67,69,70,81
B. Ramselaar,23,Netherlands,PSV,73,78,5500000,3,3,SUB,82,64,69,74,57,68
T. Ouwejan,23,Netherlands,AZ Alkmaar,73,78,4700000,3,3,LCM,73,52,69,71,71,73
J. Mišić,25,Croatia,PAOK,73,78,5000000,3,2,SUB,66,67,70,74,63,70
A. Soto,25,Argentina,Racing Club,73,78,4700000,2,3,LB,75,36,63,72,69,72
Marc Navarro,23,Spain,CD Leganés,73,78,4700000,2,2,SUB,63,56,69,65,74,64
Carlos Ponck,24,Cape Verde,Medipol Başakşehir FK,73,78,4800000,2,2,RCB,63,45,51,60,72,79
P. Aquino,24,Peru,Club León,73,78,4900000,3,2,SUB,77,59,67,67,70,73
R. Koch,22,Germany,SC Freiburg,73,78,4900000,3,2,SUB,60,38,61,60,72,73
Yuri Ribeiro,22,Portugal,Nottingham Forest,73,78,4700000,3,3,SUB,75,51,70,73,71,67
Marcão,25,Brazil,Hebei China Fortune FC,73,78,5500000,3,3,ST,67,71,45,65,28,80
Wilson Manafá,24,Portugal,FC Porto,73,78,4700000,4,4,RB,82,60,66,76,65,66
R. Yaremchuk,23,Ukraine,KAA Gent,73,78,5500000,3,3,LS,74,70,66,69,45,72
N. Radonjić,23,Serbia,Olympique de Marseille,73,78,5500000,4,3,SUB,80,67,70,74,29,56
Ignasi Miquel,26,Spain,Girona FC,73,77,4600000,3,2,LCB,60,28,56,59,73,72
J. Bryan,25,England,Fulham,73,77,4500000,4,3,LB,77,64,65,72,70,72
Insua,25,Spain,FC Schalke 04,73,77,4600000,3,2,RES,53,36,55,53,73,67
J. Uronen,24,Finland,KRC Genk,73,77,4600000,4,3,LB,75,57,68,68,71,75
B. Djimsiti,26,Albania,Atalanta,73,77,4600000,3,2,SUB,33,39,59,47,73,77
Diego Lopes,25,Brazil,Rio Ave FC,73,77,5000000,4,3,CAM,71,66,69,76,46,51
T. Murg,24,Austria,SK Rapid Wien,73,77,5000000,4,3,RCM,83,68,68,75,40,64
C. Paterson,24,Scotland,Cardiff City,73,77,5500000,3,3,CAM,74,67,66,68,69,86
Frederico Venâncio,26,Portugal,Vitória Guimarães,73,77,4600000,3,2,RCB,62,33,51,54,72,68
Samir,24,Brazil,Udinese,73,77,4700000,2,2,LCB,64,33,55,58,74,72
P. Arriola,24,United States,DC United,73,77,5000000,3,3,RM,82,67,66,73,58,69
E. Crivelli,24,France,Medipol Başakşehir FK,73,77,5500000,3,2,SUB,49,72,62,66,30,83
M. Sobottka,25,Germany,Fortuna Düsseldorf,73,77,4700000,3,2,SUB,66,57,63,67,71,77
D. Luckassen,23,Netherlands,PSV,73,77,4700000,3,2,SUB,76,58,65,67,70,78
W. Bou,25,Argentina,Unión de Santa Fe,73,77,5000000,2,3,LS,73,75,62,72,20,61
Hernani,25,Brazil,Parma,73,77,4700000,2,3,CDM,67,69,68,71,72,70
Serginho,25,Brazil,Kashima Antlers,73,77,5000000,3,3,RM,66,74,72,71,43,72
J. Góralski,26,Poland,Poland,73,77,0,2,2,,72,46,63,67,69,79
M. Mohammadi,25,Iran,KAA Gent,73,77,4500000,4,3,SUB,88,54,63,73,69,69
V. Jovanović,23,Serbia,FC Girondins de Bordeaux,73,77,4700000,2,2,SUB,46,46,59,62,73,74
M. Mitrović,25,Croatia,Club Brugge KV,73,77,4600000,2,2,SUB,47,50,57,59,73,76
Vesga,26,Spain,Athletic Club de Bilbao,73,76,4900000,3,3,SUB,39,61,68,65,70,75
Marc Muniesa,27,Spain,Girona FC,73,76,4300000,3,2,RES,48,43,64,66,72,71
Y. Sanogo,26,France,Toulouse Football Club,73,76,5000000,3,3,SUB,64,71,61,67,32,69
Álex Fernández,26,Spain,Cádiz CF,73,76,5000000,3,3,LDM,60,61,76,73,64,66
L. Moore,26,England,Reading,73,76,4400000,3,2,RCB,71,33,59,63,71,79
A. Limbombe,24,Belgium,Standard de Liège,73,76,5000000,5,4,SUB,83,69,68,77,54,61
L. Landre,27,France,Nîmes Olympique,73,76,4300000,3,2,SUB,57,36,54,54,72,72
J. Brabec,26,Czech Republic,Viktoria Plzeň,73,76,4400000,3,2,SUB,58,51,60,62,73,72
Patric,26,Spain,Lazio,73,76,4400000,3,2,SUB,67,53,64,70,74,67
M. van der Hoorn,26,Netherlands,Swansea City,73,76,4400000,3,2,RCB,38,45,50,47,75,77
A. Bakasetas,26,Greece,Alanyaspor,73,76,5000000,4,3,CAM,69,73,74,69,43,70
C. Jullien,26,France,Celtic,73,76,4400000,3,2,RCB,62,45,48,56,69,80
D. Moberg Karlsson,25,Sweden,Sparta Praha,73,76,5000000,4,3,SUB,87,67,65,75,30,60
K. Wimmer,26,Austria,Stoke City,73,76,4400000,3,2,RES,53,27,59,64,73,73
A. Hassan,26,Egypt,SC Braga,73,76,5000000,3,3,ST,58,74,52,67,29,75
I. Mbaye,24,Senegal,Bologna,73,76,4500000,3,3,RB,70,49,65,68,72,69
C. Mbemba,24,DR Congo,FC Porto,73,76,4500000,3,2,SUB,70,54,54,64,72,70
O. Kayode,26,Nigeria,Gazişehir Gaziantep F.K.,73,76,5000000,2,3,ST,87,70,57,73,36,71
K. Karaman,25,Turkey,Fortuna Düsseldorf,73,76,5000000,3,3,CAM,70,72,65,76,27,68
A. Scholz,26,Denmark,FC Midtjylland,73,76,4400000,3,2,LCB,64,51,60,64,72,76
Tiago Silva,26,Portugal,Nottingham Forest,73,76,5000000,4,4,RCM,70,69,73,75,53,53
W. Zimmerman,26,United States,Los Angeles FC,73,76,4400000,3,2,RCB,59,50,52,50,71,81
D. Amartey,24,Ghana,Leicester City,73,76,4500000,3,3,SUB,67,55,65,69,75,76
A. Ruiz,25,Argentina,Club Atlético Aldosivi,73,76,5000000,2,4,SUB,58,74,77,78,34,70
Y. Gordillo,27,Colombia,Deportes Tolima,73,76,4400000,3,2,SUB,60,46,60,63,70,76
A. Hunou,25,France,Stade Rennais FC,73,76,5000000,3,3,SUB,75,72,69,76,51,68
César,26,Brazil,Santa Clara,73,76,4400000,2,2,SUB,36,37,44,51,74,75
Lucas Evangelista,24,Brazil,FC Nantes,73,76,5000000,3,3,SUB,68,64,73,71,63,62
J. Añor,25,Venezuela,Málaga CF,73,76,5000000,3,3,SUB,68,71,73,74,43,53
S. Klaiber,24,Netherlands,FC Utrecht,73,76,4500000,2,3,RB,81,59,67,65,70,81
J. Agudelo,26,Colombia,Cúcuta Deportivo,73,76,5000000,3,3,ST,83,70,60,73,39,67
A. Esiti,25,Nigeria,PAOK,73,76,4500000,3,2,LDM,58,46,56,54,74,83
T. Leibold,25,Germany,Hamburger SV,73,76,4400000,2,3,LB,85,57,69,74,69,71
Iago,27,Brazil,Moreirense FC,73,76,4300000,2,2,RCB,46,30,47,53,73,77
B. Perlaza,27,Colombia,Atlético Nacional,73,76,4400000,2,3,RDM,51,49,60,65,73,84
M. Santos,26,Uruguay,Málaga CF,73,76,5000000,4,3,SUB,74,72,63,71,36,72
B. Lozano,25,Uruguay,Santos Laguna,73,76,5000000,5,3,RM,84,67,69,77,38,57
Jamiro Monteiro,25,Cape Verde,Philadelphia Union,73,76,4900000,4,3,SUB,76,61,70,76,63,74
M. Moreno,25,Argentina,Club Atlético Lanús,73,76,5000000,3,3,SUB,90,63,68,80,54,57
R. Glatzel,25,Germany,Cardiff City,73,76,5000000,4,2,ST,74,72,46,64,26,70
M. Siopis,25,Greece,Alanyaspor,73,76,4500000,3,2,RDM,75,54,64,64,73,73
J. Gressel,25,Germany,Atlanta United,73,76,5000000,4,3,RM,73,65,71,71,61,76
Y. Meriah,25,Tunisia,Olympiacos CFP,73,76,4500000,2,2,LCB,74,49,52,60,74,69
G. Masouras,25,Greece,Olympiacos CFP,73,76,5000000,4,3,RM,76,73,69,73,38,66
M. Hanousek,26,Czech Republic,Sparta Praha,73,76,4300000,2,2,LB,87,44,64,69,67,72
F. Gulbrandsen,26,Norway,Medipol Başakşehir FK,73,75,4900000,3,3,SUB,88,71,59,75,36,78
M. Abeid,26,Algeria,FC Nantes,73,75,4300000,3,3,CM,59,69,70,75,66,74
M. Çağıran,26,Turkey,Alanyaspor,73,75,4300000,4,3,SUB,64,68,72,71,71,77
M. Kamiński,27,Poland,VfB Stuttgart,73,75,4200000,2,2,RES,71,56,64,61,73,71
S. Skrzybski,26,Germany,FC Schalke 04,73,75,4900000,3,3,SUB,78,73,65,75,33,62
M. Leitner,26,Germany,Norwich City,73,75,4800000,4,3,SUB,69,65,74,74,59,58
B. Decordova-Reid,26,England,Fulham,73,75,4900000,3,3,SUB,79,71,68,76,54,64
T. Trybull,26,Germany,Norwich City,73,75,4300000,3,3,RDM,61,48,66,66,73,74
K. Frei,25,Turkey,Medipol Başakşehir FK,73,75,4900000,4,3,SUB,90,69,68,78,35,53
M. van Buren,26,Netherlands,SK Slavia Praha,73,75,4900000,4,3,ST,83,68,60,73,30,71
M. Luongo,26,Australia,Sheffield Wednesday,73,75,4300000,3,3,SUB,69,63,62,71,69,77
A. Pritchard,26,England,Huddersfield Town,73,75,4800000,4,3,LW,69,68,74,75,46,48
Y. Chibsah,26,Ghana,Gazişehir Gaziantep F.K.,73,75,4800000,3,3,RDM,68,61,66,73,72,78
M. Ishak,26,Sweden,1. FC Nürnberg,73,75,4900000,5,3,ST,73,72,58,67,38,76
Y. Banana,27,Cameroon,Cameroon,73,75,0,3,2,,56,34,43,42,74,83
W. Vaulks,25,Wales,Cardiff City,73,75,4400000,3,2,SUB,59,62,66,64,71,77
T. Lawrence,25,Wales,Derby County,73,75,4900000,4,4,LM,74,71,70,73,38,63
Hwang Ui Jo,26,Korea Republic,FC Girondins de Bordeaux,73,75,4900000,4,3,SUB,81,71,59,72,36,71
C. Baeza,25,Chile,Club Necaxa,73,75,4800000,3,3,RCM,70,67,70,72,67,74
J. Czerwiński,27,Poland,Piast Gliwice,73,75,4200000,3,2,CB,60,32,45,42,73,82
M. Zaldivia,28,Argentina,Colo-Colo,73,75,4000000,4,2,RCB,53,39,61,59,73,79
F. Avenatti,26,Uruguay,Standard de Liège,73,75,4900000,2,3,SUB,51,70,67,69,44,77
P. Žulj,26,Austria,RSC Anderlecht,73,75,4800000,3,4,CDM,57,69,73,72,64,65
I. Chochev,26,Bulgaria,Pescara,73,75,4800000,4,3,SUB,68,69,70,71,69,76
S. Gümüş,25,Germany,Genoa,73,75,4900000,3,3,RES,86,74,66,76,34,64
Pere Milla,26,Spain,Elche CF,73,75,4800000,2,3,CAM,76,73,69,76,36,62
Raillo,27,Spain,RCD Mallorca,73,75,4200000,3,2,LCB,58,36,53,54,73,77
L. Freeman,27,England,Sheffield United,73,74,4600000,3,3,SUB,75,67,72,75,52,60
F. Macheda,27,Italy,Panathinaikos FC,73,74,4700000,3,3,ST,69,73,58,70,30,62
J. Fleck,27,Scotland,Sheffield United,73,74,4500000,2,3,LCM,72,64,73,75,66,74
R. Yabo,27,Germany,DSC Arminia Bielefeld,73,74,4500000,4,3,RCM,78,60,66,76,63,75
Juanpe,28,Spain,Girona FC,73,74,3900000,3,2,CB,53,35,56,49,70,79
B. Nuytinck,29,Netherlands,Udinese,73,74,3800000,2,2,SUB,34,40,48,52,76,69
L. Benito,27,Switzerland,FC Girondins de Bordeaux,73,74,4000000,3,3,SUB,68,50,67,68,71,75
